"id","title","description","manufacturer","price"
"b000042olp","details 3.0","- marketing information: make your project information work for you! the who what and when of your projects are too important to leave to chance. with details your project information is centralized organized and always up-to-date. in an instant you can communicate project statuses with colleagues and clients with presentation-quality reports and customized forms. product information - software sub type: project management/version control - software name: details v.3.0 - complete product - features and benefits: - easy setup - quickstart templates - accurate reporting - custom forms - the report generator - timeline graphs - submittal logs - project logs - contact fields - hyperlinks - web graphics - calculation fields - work calendar - this pop-up console enables you to oversee and manage the import process when importing data from other applications and files - choice lists - column summaries - language support: english - platform support: pc license information - license type: complete product - license pricing: standard - license quantity: 1 user","aec software",304.99
"b000bvbmci","adobe photoshop elements 4.0 plus adobe premiere elements 2.0 - complete package - 1 user - cd ( mini-box ) - win - canadian french ( 29180162 )","adobe photoshop elements 4.0 plus adobe premiere elements 2.0 software combines two powerful intuitive products in one affordable package. edit organize and show your photos in creative and entertaining ways. and create home videos like a famous director. plus use both products to burn your slide shows to dvd and design custom dvd menus that can be saved as templates to use again and again. this product comes in retail mini box.","adobe systems inc",0
"b000j588ge","photo objects 150 000 for macintosh","add a unique professional look to any project with photo objects 150 000. we've included 150 000 high-resolution royalty-free photos on 2 dvds all pre-masked and ready to add to documents in your favorite applications. an easy-to-use image browser is included for fast keyword searching. then format resize crop and export all in a single application.photo objects 150 000 supports all popular file formats. and because the graphics include clipping paths they're ideal for use on any color background in keynote powerpoint adobe photoshop quark express and more. this spectacular library of unique graphics makes it easy to make a powerful impression in print in presentations and on the web.","nova development",49.99
"b000mtdwa4","insight pwr mgr no media 1ltu","information technology professionals rely on hp quality to ensure maximum productivity. as the power of applications processors memory adapters and storage devices increases high-end computer users are seeking ways to optimize their system performance. hp provides leading solutions adding new levels of performance availability flexibility and management.","hewlett packard",0
"b00006lhf6","fontware pro+","wasp fontware is a powerful bar code utility that seamlessly integrates truetype fonts with your favorite business software and database applications. wasp bar code fonts are compatible with all windows applications including the most common word processors and spreadsheets. easily create bar codes simply by using a font. generating bar codes has never been easier! wasp fontware professional+ package includes additional add-ins for word excel access and crystal reports.","informatics",0
"b000s8jxpc","gods: lands of infinity - special edition","the ancient world of bellarion struggled in the never ending war of gods. the conflict began when xarax ruler of the gods was murdered. each of the remaining gods claimed the right to the divine throne. after many battles the defeated gods refused to submit to the victors and instead summoned their armies to attack the worshippers of other gods. the deaths of those worshippers weakened the power of the conquering gods. after 2000 years of battles bellarion lay in ruins. no one was able to achieve victory until the god of darkness mortagon found a new weapon which resisted all magic and divine powers. as the last hope arswaargh the god of fire created vivien who he fashioned after his own astral body. arswaargh sent vivien through space and time to seek the counter-weapon needed to defy mortagorn but unfortunately she lost her divine essence while traveling through the magical portal to another world. vivien must now seek the gods of the new world gain back her power and search for the counter-weapon against mortagorn. gods: lands of infinity special edition is a blend of adventure and action in a turn-based setting. there is an array of missions and npc (non player characters) that players can add to their team. players must fight gain experience level and acquire new skills. the game is played out in the first-person perspective until gamers enter a battle encounter at which point the game goes into third-person turn-based battle. gods: lands of infinity special edition invites you into an exciting world full of adventures battles and quests of unearthly affairs. spend hours discovering the world of antasion trading and completing the lead quests of each race or kingdom and many side quests. highly advanced shader system providing realistic effects of natural ice water grass and other nature elements. animated environment with high-resolution photo-realistic textures over two hundred","strategy first",29.99
"b0009zhg8k","icopydvds2 ultra by digital wunders",,"global marketing partners",89.99
"b000e5n0mg","hallmark blank greeting cards half-fold matte premium 20 count","20 sheet count / 5 1/2 x 8 1/2","nova development",12.99
"b00079pmwa","sea scene: living underwater worlds (jewel case)","bring the serenity of the ocean to your pc! product information enjoy the beauty and serenity of a virtual aquarium so real you will think you're underwater. the lifelike marine habitats and amazing 3d modeled fish will take your breath away. it features 20 exotic 3d fish with realistic and tranquil backgrounds. watch your screen turn into an underwater scene! product features import pictures of yourself or your kids as screen backgrounds and 'swim' with the fish! view five amazingly realistic and tranquil backgrounds. includes 20 exotic realistic 3d fish that swim across your screen. select your favorite seabed or aquarium living water environments. feed your pet fish and even watch them react to mouse taps on your screen. make your own custom aquatic paradise right on your pc! windows requirements windows 98 me xp pentium ii 400mhz processor or faster processor 64mb of ram 30mb hard drive space 800x600 16-bit screen resolution cd-rom drive","valusoft",9.99
"b0000dzfvd","hp storageworks secure path for windows workgroup edition - ( v. 4.0c ) - license ( 213076-b26 )","license - - 1 user(s) - standard - pc","hewlett packard",0
"b000i2jd0s","equilibrium debabelizer pro 6.0 - 1 user","debabelizer pro 6 provides you with the image editing tools for better image processing. its optimization tools provide full palette control and image optimization for single and multi-frame images for individual images or batches. convert over 100 different file formats including many hard to find legacy formats. the automated workflow tools make it easier than ever to manage and control your media. enhanced gif and jpeg compression powerful conditional scripting cmyk support","equilibrium",599.99
"b0009xndso","prosoft tunetech for ipod (mac)","tunetech for ipod by prosoft","prosoft engineering",74.99
"b00099qrok","autodesk discreet combustion 4 ( windows )","combustion 4 offers an easy-to-use interface non-destructive workflow and extensive toolset designed to help you bring your imagination to life while getting your work done faster. whether your task is to produce professional video motion graphics repurpose video content for the web or create effects for feature films or hdtv combustion 4 software delivers the first-rate power you need. key features and capabilities include:","autodesk",0
"b000068xl9","reel deal casino quest","traditional slots bonus game slots and multi-playvideo poker!product information reel deal casino quest brings the high-paced fastaction of a las vegas casino right to your pc.&nbsp; a wide variety of casinogames each crafted in gorgeous detail.&nbsp","phantom efx",19.99
"b000bi7uqs","espro + interpretair s/w","- marketing information: interpretair provides wireless lan installers and network professionals with the vision they need to plan deploy verify and document their 802.11a/b/g wlan networks. interpretair is a wireless site survey tool and much more; it provides visualization of rf health metrics greatly simplifying wlan environment analysis and enabling performance tuning. discover where and why wlan network performance is sub-optimal and take action; proactively addressing problems that could affect mobile application performance. product information - software sub type: network connectivity/management - software name: interpretair wlan survey - complete product - features and benefits: planning and simulation: - simulate wlan performance using interpretair software prior to installing any live wireless lan equipment. define environmental characteristics such as wall construction materials access point power configuration and antenna selection to view how subtle changes may affect wlan performance before installing a single access point. verification and reports: - physical changes in the enterprise can affect rf performance. the interpretair software integrated report generator automatically creates comprehensive site survey documentation that can be recalled for future analysis and comparison rf health: - interpretair software takes rf site survey analysis to a new level by enabling visualization of multiple measurement criteria in a single view","fluke networks",5750.6
"b0006g2wr2","microsoft licenses word mac 10.0 eng govt (d4800369)","model- d4800369 vendor- microsoft corporation features- word mac 10.0 eng govt microsoft word mac 10.0 english open license program local government microsoft word is currently one of the most commonly used app- lications for creating critical documents such as reports letters business plans and more for the world wide web and for print. the newest version of word extends this tradition by giving users the tools they need to streamline the process of creating sharing reviewing and publishing their important documents. word version 2002 makes it easier for users to discover and use existing functionality and provides intelligent new ways for users to work with their documents. word now also makes it easier for users to share and review documents with others without changing the way they currently work. microsoft government open license is a software-license program designed to offer maximum flexibility ease of use and ease of maintenance to small local governments. with microsoft government open license local government entities may purchase as many licenses as they need for whichever microsoft products they prefer. in most cases you have the choice of which version of the software you wish to deploy as well as when you wish to deploy it. a government open license agreement requires a minimum initial order of five licenses","microsoft licenses",349.83
"b000fbgaqc","ca arcserve bkup r11.5 win agent mac os x - upgrade prod only","arcserve bkup r11.5 win agent mac os x - upg-v prod only","computer associates",0
"b00008ava7","netmanage rumba web to host as400 ed v4.2 ( 910620-000 )","rumba web-to-host lets you cost-effectively leverage important assets on your legacy host systems literally within minutes. through a single web-browser interface your customers partners and employees will have convenient and complete access to mission-critical applications and data residing on virtually any host across your intranet extranet or the internet. smooth integration with existing network architecture makes rumba software easy to deploy and efficient to administer even for thousands of users in heterogeneous environments. high-powered security and mission-critical reliability protect your valuable information assets. and an easy-to-use interface significantly reduces training and support costs. with this unique combination of features rumba web-to-host delivers immediate gains in productivity and customer satisfaction plus a lower total cost of ownership so you can enjoy ever higher returns from your corporate computing systems.","netmanage",0
"b000hvtk9e","1pk internet sec ste 2007 oem","1pk internet sec ste 2007 oem consumer bndl w/hw 3u","ca - oem",0
"b000jjrwas","diskeeper 2007 professional single lic pack","diskeeper 2007 is a defrag solution like no other. maintain your computers at peak performance without facing defragmenting problems and extending the life of your system. using a brand new technology called invisitasking diskeeper 2007 can defrag the hard drive on the fly in real time. diskeeper 2007 runs with complete transparency in the background. there will never be a conflict with resources or a need for scheduling. the only way you will know diskeeper 2007 is there is the dramatic increase in performance and reliability that you will experience after installation.","diskeeper corporation",79.21
"b000jx29wa","instant immersion japanese (audio book)","instant immersion japanese (audio book) (audio book)","topics entertainment",0
"b00063blg8","world of warcraft 60 day pre-paid time card","the world of warcraft 60 day time card lets gamers enter the world of azeroth for 60 days of real-time combat in an incredible fantasy setting.","blizzard entertainment",29.99
"b0002bqrq8","smart steps 4th grade","a complete learning system for your fourth grade child! enroll your fourth grader in the program with more of everything: smart steps. developed by dedicated educators - watch your child's grades take off with this comprehensive curriculum based program.","dorling kindersley multimedia (dk)",29.95
"b000ecoami","ca arcserve bkup r11.5 win dro sp1 prod only","server disasters can and do happen: fire flood theft fraud virus or human error to name a few. the disaster recovery option simplifies and streamlines rebuilding of the server by automating the restoration of your operating system and preferences. you'll then be able to quickly recover your data and drastically cut down the time to recover from a server disaster. a backup/recovery solution isn't usable until you get your server quickly restored to its original state and ready for recovery of the data you have backed up. it ensures rapid bare-metal restoration of the downed server with no need to reinstall the operating system or brightstor arcserve backup. you can even restore by local-attached/remote tape drives via ethernet or san. users can create boot diskettes and obdr (one-button disaster recovery) tape drives further simplifying the recovery process.","computer associates",0
"b000067vpa","textbridge pro 11","textbridge pro 11 is the simple and fast way to convert paper into editable electronic documents saving time and increasing productivity. new ocr engines deliver the most accurate textbridge results ever--even on complex pages with graphics and tables. a completely redesigned user interface and a new text editor make processing and proofing faster and more intuitive. textbridge pro 11 features improved accuracy resulting from redesigned recognition engines which saves proofreading time and makes users more productive. as always direct ocr is a feature that allows users to move text directly into microsoft word and other word processing documents but now tables and graphics will be retained as if the document was processed in omnipage pro. the new wysiwyg text editor is intuitive and easier to operate. in addition color text and color backgrounds are now recognized for accurate retention of color documents.","nuance communications inc.",79.99
"b0006b4zr2","emedia rock guitar method","rock guitar method shows you how to rock out by teaching you the classics. pick up an ax and start covering your favorite rock blues country and folk songs with the roar and energy that only an electric guitar has. follow along with 165 different step-by-step lessons covering the basics like holding & stringing your guitar -- then move on to reading notation and fingerpicking styles. on-screen lessons from a noted guitar expert provide clear and user-friendly instruction. start playing the guitar more easily than you ever thought possible! the digital metronome is for setting your own tempo to work on your picking speed rhythm and timing use the digital recorder to play yourself back and hear how you're doing","emedia",39.99
"b000aly75i","home bartending - 101 shooters","101 shooters includes cocktails snacks and party ideas to make your next event a success. learn what liquor goes in which type of glass how do you use mixes and garnishes and much more! you will learn how to mix shooters like a professional at your own bar complete with advice on equipment ingredients and expert preparation.","arc media inc.",19.95
"b000a7mfn8","jumpstart reading with karaoke","in jumpstart reading with karaoke is a fun exciting and interactive tool for teaching children how to read. they'll love reading along with val the cat -- they'll get instant feedback and encouragement for each sound and word they say. when they master new words they'll head over to the karaoke clubhouse to showcase their new reading skills with read-along songs and videos. sing it! kids use their new words to read and sing 24 original read-along karaoke songs 8 unique learn-to-read activities more than 200 early reading words progress reports to track reading success minimum system requirements operating system - windows 2000/xp intel pentium ii (or equivalent) 400mhz directx 9.0 compatible video card w/ 32 mb memory 128 mb ram 24x speed cd-rom drive 300 mb available on hard drive 16-bit color @ 800x600 directx-compatible full duplex sound card directx 9.0 microphone (included)","knowledge adventure",29.99
"b0007d8eq2","crystal reports xi developer","crystal reports xi allows you to access format and deliver information to drive better decisionmaking with the flexibility and power necessary to provide your internal and external users with the information they need when they need it while minimizing it overhead.","business objects",595
"b000hlt57q","iremember digital scrapbooking 2.0","iremember digital scrapbook makes it easier than ever to create gorgeous scrapbooks on your mac! finish a page in only minutes - just add a blank page to your scrapbook using iremember drag in a template add your photos resize crop and share add text to your creations - familiar poems quotations scripture verses and more","intriguing development",39.95
"b000fepvcs","learn2 training for microsoft powerpoint","learn2 training for microsoft powerpoint (win 95 98 me nt 2000 xp)","topics entertainment - software (consignment)",9.99
"b0000y7wck","adobe acrobat distiller svr v6-cd sun 100u ( 42050106 )","- marketing information: - adobe acrobat distiller server 6.0 software enables workgroups to convert adobe postscript files to compact reliable and more secure adobe portable document format (pdf) files over a network. a flexible and automated solution acrobat distiller server easily integrates into existing document workflows. product information - software sub type: pdf conversion/viewing - software name: acrobat distiller v.6.0 for sun server - complete product - features and benefits: server-based conversion of adobe postscript to adobe pdf: - centralize the conversion of adobe postscript files to adobe pdf for print e-mail and any web-enabled device. simplified adobe pdf file creation: - automatically convert high volumes of adobe postscript files to adobe pdf through mechanisms such as watched folders. reliable document format: - preserve the visual integrity of business documents so that they display as intended across a variety of platforms. administrator-specified security options: - help protect electronic documents with 128-bit encryption and password protection - all controlled centrally by the administrator. electronic distribution: - quickly send compact documents that are more secure than paper ones - saving time and money on printing and delivery fees. a recognized standard: - produce adobe pdf files that can be viewed with the widely available adobe reader software. flexible scalable integration: - easily integrate a","adobe",9104.19
"b000gv8u32","tomb raider: legend","tomb raider: legend brings back the gaming world's sexiest and most intrepid adventurer. follow lara down a path of discovery as she travels the globe to remote exotic locales in search of one of history's greatest artifacts that unleash unwelcome figures from lara's mysterious past. use her skills to explore vast treacherous tombs riddled with challenging puzzles and deadly traps. physics water and fire systems bring the perilous environments of lara's world alive and challenge the player to improvise solutions to obstacles. jump into the future of adrenaline-fueled adventure.","eidos interactive",19.99
"b000btas3y","upgrade delphi 2006 pro named fr delphi v3-2005 pro - cd","delphi developers know the value of small agile teams. for years they have outperformed larger development organizations through skill expertise and the right choice of tools. delphi 2006 provides the ultimate productivity force multiplier eliminating tedium and maximizing coding efficiency through a revolutionary enterprise core objects (eco) framework an enhanced visual component library and a fully integrated suite of modeling and alm tools. part of borland developer studio delphi 2006 also includes complete rad support for c++ and c in addition to delphi win32 and delphi .net programming languages. borland delphi professional is designed for individual developers isvs and smaller organizations building desktop and web applications with local database connectivity. new in delphi 2006 the professional edition now includes select eco features that provide common desktop application services such as object-relational mapping and transparent local xml object persistence.","borland international",0
"b0001o04tw","isi researchsoft reference manager 11 - single user","organize your data using standard windows tools in reference manager. perform key operations across multiple databases. run spell checker and syntax alerting to keep your references accurate - even customize your dictionaries. create multiple links to the web or files on your hard drive. locate references in seconds save search strategies for re-use later and use our synonym editor for authors keywords and periodicals. customize your reference list display and edit records individually or globally.","isi researchsoft",299.99
"b00004swll","high availability requires two livesecurity firesboxes","the optional high availability active/passive (a/p) software allows you to install a second same model standby firebox to ensure that your web site and network remain accessible to your customers business partners and employees.","watchguard technologies inc",1995
"b000qv5xqy","buku karkuro","if you enjoy 'sudoku' then you will go crazy for 'buku kakuro'! generate millions of logic games with the click of your mouse and decipher puzzles that vary in size and complexity. use the 'hint' function to display possible moves 'undo' to backtrack as needed and 'solve' to display answers one by one until the game is complete. a 'pen & pencil' option even lets you distinguish unsure versus certain moves! themes include tastes of the orient exotic shores and serene vista. create and solve any kakuro puzzle -- even those found online and in newspapers! you can even save and print any kakuro.","topware interactive",19.99
"b000bw7kxw","backup exec 10d win adv disk v10.1 lic only (e180518)","general information - manufacturer: symantec corporation. - manufacturer part number: e180518 - marketing information: enables faster backups and restores through advanced disk-based backup and recovery including synthetic and off-host backups to perform zero impact backups. synthetic backups reduce backup windows and network bandwidth requirements and do not impact the original client. additionally synthetic backups allow for quick client restore from a single backup image to reduce the number of tapes and eliminate the need to restore from incremental backups. the off-host backup feature enables better backup performance and frees the remote computer by processing the backup operation of the remote computer on a backup exec media server instead of on the remote computer or host computer. product information - software type: backup and recovery - software name: backup exec 10d v.10.1 for windows servers advanced disk-based backup option - complete product - features and benefits: - full windows file system support - cluster configuration wizard - microsoft tape format read/write - microsoft operations manager support - graphical user interface / administration console - central admin server option - remote agent for linux and unix servers - desktop and laptop option - support for remote 64-bit windows systems - support for exchange server 2003 - support for sql 64-bit servers - support for oracle 10g - task wizards - backup via specified bac","symantec corporation.",983.34
"b000b5ss76","procurve manager plus upgrade-","upg procurve manager plus","hewlett packard",0
"b000067fdw","world of warcraft","for the first time players can experience the lands of warcraft's azeroth from a new in-depth perspective. as heroes they explore familiar battlefields discover new lands and take on epic quests and challenges in blizzard's massively multiplayer online role-playing game. blizzard has taken care to make the game accessible and fun both for hard-core 60-hour-a-week players and for more casual adventurers.","blizzard entertainment",19.99
"b000h5ex7e","world of warcraft pc","world of warcraft pc","vivendi",35.7
"b00008pbus","sonicwall global vpn client - license ( 01-ssc-5310 )","license - - 1 user(s) - standard - pc handheld","sonic systems inc.",0
"b000fqvxge","scansoft paperport professional 11 - 5 user license","- marketing information: paperport professional 11 offers all the great features that have made paperport the 1 desktop document management solution plus you also get greater support for the pdf file format more ways to scan documents support for networked multi-function devices and computers and a whole lot more. itandquot;s the first desktop product to combine the power of creating pdf files with the convenience of local or network scanning and the efficiency of document management into a single easy-to-use office productivity application. ideal for individuals workgroups and enterprise organizations paperport professional is the best way to work with scanned paper pdf files and digital documents. product information - software sub type: document management - software name: scansoft paperport v.11.0 professional - complete product - features and benefits: better way to scan documents: - support for scanner buttons - one interface for all your scanners - get the results you expect - automatically - get scanning right in one step - scan efficient small color pdf files for sharing a fast affordable way to create and assemble pdf documents: - easily create pdf files from all your applications - scan-to-pdf - capture web pages as pdf - assemble custom pdf documents with drag and drop simplicity superior document management on your pc desktop: - intuitive thumbnail desktop - fast easy electronic form filling - cut and paste text - from paper and pd","nuance communications inc.",949.99
"b0007q7mg2","netmanage upg rumba unix-hp edition level ( 902453-007-c )","upg rumba unix-hp edition level a 1-4 units","netmanage",0
